Year,State,Addition in Stock of Finished Goods,"Addition in Stock of Materials, Fuels, etc.",Addition in Stock of Semi-Finished Goods,Additions to Total Stock,Bonus to All Staff,Depreciation,Employees Other Than Workers,Fixed Capital,Fuels Consumed - Coal (Quantity),Fuels Consumed - Coal (Value),Fuels Consumed - Electricity (Value),Fuels Consumed - Electricity Purchased (Quantity),Fuels Consumed - Other Fuel (Value),Fuels Consumed - Petroleum Products (Value),Fuels Consumed - Total,Gross Capital Formation,Gross Fixed Capital Formation,Gross Value Added,Gross Value of Addition to Fixed Capital,Gross Value of Plant and Machinery,Interest Paid,Interest Received,Invested Capital,Materials Consumed,Net Fixed Capital Formation,Net Income,Net Value Added,Number of Employees,Number of Factories,Number of Factories in Operation,Number of Mandays - Employees,Number of Workers,Number of Workers - Directly Employed,Number of Workers - Directly Employed - Children,Number of Workers - Directly Employed - Men,Number of Workers - Directly Employed - Women,Number of Workers - Employed Through Contractors,Other Employees,Outstanding Loans,PF and Other Benefits,Physical Working Capital,Productive Capital,Products and By-products,Profits,Rent Paid,Rent Received,Supervisory and Managerial Staff,Total Emoluments,Total Input,Total Persons Engaged,Unpaid family members/proprietor etc,Value of Gross Output,Wages and Salaries - Other Employees,Wages and Salaries - Supervisory and Managerial Staff,Wages and Salaries - Total,Wages and Salaries - Workers,Working Capital
2016 - 2017,Orissa,0.0,20.0,0.0,20.0,9.0,17.0,18.0,97.0,0.0,0.0,15.04,241.0,0.0,1.73,17.0,30.0,10.0,291.0,10.0,65.0,15.0,1.0,265.0,478.0,-7.0,259.0,274.0,301.0,3.0,3.0,91.0,283.0,283.0,,275.0,8.0,0.0,4.0,421.0,21.0,168.0,182.0,673.0,-52.0,1.0,0.0,14.0,290.0,542.0,301.0,0.0,833.0,4.0,34.0,281.0,243.0,85.0
2016 - 2017,Puducherry,30.0,-17.0,40.0,53.0,4.0,15.0,118.0,218.0,0.0,0.0,11.07,185.0,0.0,3.64,15.0,85.0,31.0,257.0,31.0,103.0,29.0,2.0,469.0,344.0,17.0,216.0,243.0,335.0,3.0,3.0,101.0,217.0,207.0,,32.0,175.0,10.0,99.0,160.0,48.0,251.0,129.0,764.0,-238.0,0.0,0.0,19.0,406.0,686.0,336.0,1.0,943.0,115.0,96.0,403.0,192.0,-89.0
2016 - 2017,Punjab,-3093.0,-8827.0,-1299.0,-13219.0,3511.0,21773.0,8700.0,171687.0,0.0,3.34,15643.59,205855.0,270.61,6407.43,22325.0,8497.0,21714.0,157085.0,29909.0,109402.0,30445.0,4424.0,402612.0,631494.0,-58.0,102918.0,135312.0,54222.0,837.0,730.0,16504.0,45522.0,45485.0,,40728.0,4757.0,37.0,6127.0,187122.0,6296.0,230925.0,390711.0,844993.0,15995.0,6879.0,508.0,2573.0,80628.0,829635.0,54657.0,435.0,986720.0,11787.0,10275.0,77116.0,55054.0,219024.0
2016 - 2017,Rajasthan,1987.0,-2206.0,-965.0,-1184.0,806.0,5368.0,3978.0,81271.0,0.0,0.0,3641.03,45216.0,51.17,1196.6,4889.0,4989.0,6174.0,59449.0,7661.0,16180.0,7018.0,1868.0,140706.0,138788.0,806.0,46801.0,54081.0,23613.0,225.0,207.0,7186.0,19635.0,12899.0,,10394.0,2505.0,6735.0,1968.0,36160.0,2657.0,59435.0,132093.0,248008.0,6789.0,2868.0,739.0,2010.0,37355.0,215056.0,23747.0,134.0,274505.0,3693.0,8610.0,36550.0,24247.0,50822.0
2016 - 2017,Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 - 2017,Tamil Nadu,31555.0,29201.0,29685.0,90441.0,35156.0,85377.0,44700.0,823546.0,12.0,651.1,47424.1,684083.0,6199.34,20041.36,74316.0,292672.0,202230.0,934686.0,219871.0,394635.0,77805.0,13774.0,1486811.0,2135215.0,116852.0,768758.0,849309.0,384252.0,3995.0,3129.0,117295.0,339552.0,321497.0,,155216.0,166281.0,18054.0,25791.0,490056.0,65379.0,663265.0,1222504.0,3735102.0,146782.0,18634.0,2113.0,18909.0,556596.0,3241090.0,385114.0,863.0,4175776.0,53679.0,92744.0,521441.0,375018.0,398958.0
2016 - 2017,Telangana,-184.0,-956.0,39.0,-1101.0,362.0,1436.0,829.0,13209.0,0.0,0.0,788.22,10587.0,0.0,146.9,935.0,649.0,1751.0,14186.0,1872.0,11617.0,1129.0,45.0,22061.0,24623.0,315.0,11218.0,12749.0,6388.0,76.0,48.0,1942.0,5559.0,4754.0,,1087.0,3667.0,805.0,455.0,1477.0,1200.0,8853.0,19854.0,37056.0,861.0,449.0,1.0,374.0,9156.0,35717.0,6413.0,26.0,49903.0,931.0,1182.0,8795.0,6682.0,6645.0
2016 - 2017,Tripura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016 - 2017,Uttar Pradesh,6572.0,288.0,-3884.0,2976.0,6917.0,23430.0,18274.0,228148.0,3.0,225.07,17341.95,212311.0,962.86,8286.12,26816.0,44330.0,41353.0,316154.0,45461.0,80952.0,23484.0,3335.0,487071.0,595612.0,17922.0,262401.0,292723.0,104136.0,1030.0,707.0,31373.0,85862.0,69625.0,,58550.0,11075.0,16237.0,11348.0,229931.0,16548.0,258924.0,442128.0,1078271.0,47628.0,11387.0,1215.0,6926.0,198225.0,916176.0,104438.0,301.0,1232330.0,31833.0,63466.0,191306.0,96007.0,213980.0
2016 - 2017,Uttarakhand,315.0,-321.0,-405.0,-411.0,21.0,374.0,249.0,3147.0,0.0,0.0,129.89,2346.0,0.0,46.47,176.0,472.0,882.0,6070.0,1038.0,2078.0,418.0,0.0,7527.0,11582.0,507.0,5271.0,5695.0,1399.0,10.0,9.0,424.0,1150.0,814.0,,501.0,313.0,336.0,123.0,784.0,98.0,4379.0,7099.0,21376.0,2698.0,6.0,0.0,126.0,2477.0,15982.0,1400.0,1.0,22052.0,626.0,642.0,2456.0,1188.0,3952.0
2016 - 2017,West Bengal,7244.0,-196.0,-3697.0,3351.0,1392.0,7845.0,5831.0,126228.0,0.0,0.0,4992.43,55162.0,532.88,729.92,6255.0,38896.0,35546.0,103648.0,93962.0,36693.0,10141.0,1265.0,236858.0,213242.0,27700.0,76145.0,95803.0,21956.0,263.0,221.0,6594.0,16125.0,7238.0,,6153.0,1085.0,8888.0,4013.0,38027.0,2894.0,110630.0,232982.0,412021.0,28843.0,10875.0,93.0,1818.0,44409.0,377147.0,21982.0,25.0,480795.0,8909.0,15581.0,43018.0,18528.0,106754.0
2017 - 2018,Andaman & Nicobar Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Andhra Pradesh,8210.0,7050.0,2188.0,17448.0,3085.0,6528.0,2413.0,45787.0,0.0,29.33,3398.21,44333.0,58.84,1285.71,4772.0,25400.0,7952.0,70433.0,8243.0,35501.0,2022.0,1385.0,72935.0,89819.0,1424.0,62382.0,63906.0,23317.0,64.0,52.0,7686.0,20904.0,20864.0,,3456.0,17408.0,40.0,708.0,12837.0,6860.0,27148.0,116343.0,122899.0,17263.0,888.0,2.0,1705.0,38259.0,117515.0,23339.0,22.0,187948.0,1268.0,6230.0,35174.0,27676.0,70556.0
2017 - 2018,Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Assam,30.0,27.0,0.0,57.0,1.0,89.0,5.0,524.0,0.0,0.0,19.37,267.0,0.0,0.03,19.0,59.0,2.0,113.0,2.0,0.0,91.0,0.0,794.0,224.0,-88.0,-70.0,23.0,35.0,5.0,5.0,10.0,30.0,22.0,,12.0,10.0,8.0,2.0,624.0,10.0,270.0,650.0,376.0,-117.0,2.0,0.0,3.0,38.0,264.0,38.0,3.0,377.0,1.0,5.0,37.0,31.0,126.0
2017 - 2018,Bihar,3.0,-2.0,-1.0,0.0,2.0,25.0,16.0,463.0,0.0,0.0,8.8,118.0,0.06,2.5,11.0,45.0,45.0,248.0,63.0,41.0,37.0,0.0,615.0,418.0,19.0,185.0,222.0,96.0,5.0,5.0,29.0,80.0,49.0,,49.0,0.0,31.0,6.0,199.0,3.0,152.0,664.0,867.0,10.0,0.0,0.0,10.0,172.0,709.0,97.0,1.0,957.0,12.0,75.0,169.0,82.0,201.0
2017 - 2018,Chandigarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Chhattisgarh,0.0,-2.0,0.0,-2.0,0.0,7.0,19.0,119.0,0.0,0.0,2.03,25.0,0.0,0.1,2.0,12.0,14.0,176.0,18.0,0.0,2.0,10.0,120.0,1.0,7.0,176.0,170.0,90.0,7.0,6.0,27.0,71.0,21.0,,21.0,0.0,50.0,11.0,21.0,7.0,1.0,321.0,0.0,58.0,2.0,0.0,8.0,111.0,592.0,90.0,0.0,768.0,16.0,21.0,110.0,73.0,202.0
2017 - 2018,Dadra & Nagar Haveli,4.0,31.0,41.0,76.0,18.0,140.0,52.0,751.0,0.0,0.0,94.78,579.0,0.0,10.38,105.0,190.0,114.0,775.0,117.0,569.0,3.0,2.0,1201.0,1701.0,-26.0,617.0,634.0,237.0,5.0,5.0,72.0,185.0,179.0,,146.0,33.0,6.0,33.0,260.0,59.0,449.0,1566.0,3410.0,97.0,16.0,0.0,19.0,461.0,2966.0,237.0,0.0,3741.0,62.0,128.0,442.0,252.0,815.0
2017 - 2018,Dadra & Nagar Haveli & Daman & Diu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Daman & Diu,2506.0,1988.0,166.0,4660.0,841.0,2023.0,1440.0,22644.0,0.0,0.0,991.34,18032.0,63.84,408.97,1464.0,10224.0,5563.0,44357.0,5733.0,16808.0,5609.0,229.0,56573.0,65367.0,3540.0,36389.0,42334.0,10975.0,33.0,32.0,3348.0,9535.0,9360.0,,6911.0,2449.0,175.0,532.0,7799.0,2311.0,33929.0,65136.0,132262.0,12671.0,572.0,6.0,908.0,21407.0,96083.0,10975.0,0.0,140440.0,1279.0,6231.0,20566.0,13056.0,42492.0
2017 - 2018,Delhi,2050.0,-1966.0,-1048.0,-964.0,1642.0,5310.0,5100.0,67603.0,0.0,0.0,4802.93,48865.0,20.02,1148.58,5971.0,8233.0,9197.0,85531.0,11409.0,11564.0,6387.0,2839.0,134817.0,161663.0,3887.0,72444.0,80220.0,20006.0,442.0,239.0,6025.0,14906.0,12793.0,,11754.0,1039.0,2113.0,3675.0,47005.0,4314.0,67213.0,127635.0,288258.0,19899.0,6489.0,2260.0,1425.0,48232.0,245069.0,20072.0,65.0,330600.0,10774.0,13797.0,46589.0,22018.0,60032.0
2017 - 2018,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,"Goa, Daman & Diu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Gujarat,2602.0,212.0,-158.0,2656.0,2302.0,7372.0,3183.0,66813.0,36.0,1678.44,5822.78,77184.0,746.87,560.43,8808.0,12146.0,9490.0,81420.0,12154.0,55959.0,7692.0,1978.0,125104.0,191585.0,2118.0,66346.0,74048.0,27724.0,384.0,208.0,8538.0,24541.0,18803.0,,12798.0,6005.0,5739.0,1610.0,57178.0,3676.0,58292.0,132331.0,287538.0,12527.0,2080.0,91.0,1573.0,50142.0,279975.0,27786.0,63.0,361395.0,3566.0,13226.0,47841.0,31049.0,65518.0
2017 - 2018,Haryana,8570.0,10204.0,6787.0,25561.0,8973.0,25911.0,15730.0,305743.0,0.0,0.0,25446.79,290797.0,199.13,11267.82,36914.0,61931.0,36370.0,333778.0,45273.0,136391.0,27867.0,5106.0,574404.0,544346.0,10460.0,278661.0,307867.0,109689.0,510.0,375.0,33225.0,93959.0,59343.0,,48798.0,10545.0,34615.0,7874.0,185680.0,21482.0,268662.0,501140.0,1083242.0,34931.0,14586.0,8142.0,7856.0,222249.0,920905.0,109692.0,4.0,1254683.0,21739.0,67925.0,213275.0,123611.0,195397.0
2017 - 2018,Himachal Pradesh,863.0,79.0,133.0,1075.0,91.0,330.0,113.0,2286.0,0.0,0.0,180.01,2835.0,90.73,49.87,321.0,1493.0,419.0,5246.0,422.0,677.0,115.0,9.0,4517.0,5447.0,89.0,4776.0,4915.0,1403.0,10.0,10.0,425.0,1290.0,1218.0,,922.0,296.0,72.0,51.0,458.0,223.0,2230.0,4522.0,12154.0,2618.0,32.0,0.0,62.0,1935.0,7275.0,1406.0,3.0,12521.0,129.0,265.0,1845.0,1451.0,2236.0
2017 - 2018,Jammu & Kashmir,162.0,272.0,25.0,459.0,54.0,54.0,87.0,421.0,0.0,0.0,37.51,938.0,0.0,14.95,52.0,529.0,70.0,1855.0,70.0,0.0,17.0,36.0,1712.0,1658.0,15.0,1816.0,1800.0,573.0,11.0,11.0,174.0,486.0,486.0,,456.0,30.0,0.0,48.0,57.0,51.0,1291.0,3441.0,3863.0,836.0,4.0,0.0,39.0,929.0,2021.0,586.0,14.0,3876.0,65.0,134.0,876.0,677.0,3020.0
2017 - 2018,Jharkhand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Karnataka,-5649.0,192006.0,3918.0,190275.0,28383.0,35446.0,27553.0,462652.0,2.0,103.48,22469.42,309268.0,1752.47,9711.24,34036.0,315677.0,125403.0,777859.0,139016.0,333003.0,86287.0,4224.0,1030041.0,942173.0,89957.0,632026.0,742412.0,286681.0,969.0,676.0,86579.0,259128.0,255752.0,,61698.0,194054.0,3376.0,14449.0,174860.0,63879.0,567390.0,464991.0,1800143.0,83351.0,30819.0,2494.0,13104.0,484796.0,1347533.0,286782.0,100.0,2125392.0,33824.0,84311.0,456414.0,338279.0,2339.0
2017 - 2018,Kerala,1382.0,1006.0,2554.0,4942.0,2073.0,2699.0,1539.0,24131.0,0.0,0.0,1404.53,20206.0,0.05,1204.4,2609.0,10552.0,5609.0,31453.0,8168.0,15872.0,958.0,57.0,36393.0,34614.0,2910.0,27590.0,28754.0,9481.0,57.0,54.0,2802.0,7942.0,7655.0,,2032.0,5623.0,287.0,920.0,2960.0,2183.0,12262.0,57111.0,71483.0,11638.0,285.0,21.0,619.0,13767.0,48432.0,9504.0,23.0,79885.0,1825.0,1745.0,11695.0,8125.0,32980.0
2017 - 2018,Ladakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Lakshadweep,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Madhya Pradesh,4001.0,839.0,827.0,5667.0,947.0,1956.0,1669.0,21261.0,86.0,3065.43,4175.84,51641.0,18.1,218.63,7478.0,12093.0,6427.0,46122.0,6865.0,45021.0,1143.0,59.0,44950.0,52888.0,4471.0,42844.0,44167.0,7822.0,50.0,50.0,2382.0,6153.0,5374.0,,4174.0,1200.0,779.0,1080.0,12106.0,1908.0,23689.0,56836.0,118891.0,23070.0,254.0,15.0,589.0,17865.0,78233.0,7822.0,0.0,124355.0,1303.0,5275.0,16919.0,10341.0,35575.0
2017 - 2018,Maharashtra,12274.0,10505.0,-489.0,22290.0,6082.0,22457.0,13505.0,212888.0,4.0,217.59,11086.06,129862.0,568.56,1879.72,13752.0,43249.0,20959.0,250669.0,26777.0,75614.0,23402.0,3793.0,396554.0,505807.0,-1498.0,192202.0,228212.0,56012.0,1017.0,597.0,17096.0,42507.0,30048.0,,20439.0,9609.0,12459.0,9960.0,134450.0,11038.0,183666.0,431481.0,877350.0,44135.0,19630.0,3230.0,3545.0,137028.0,813490.0,56225.0,213.0,1064159.0,27455.0,37767.0,130947.0,65725.0,218593.0
2017 - 2018,Manipur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Meghalaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Mizoram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Nagaland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Orissa,6.0,-37.0,0.0,-31.0,9.0,83.0,106.0,1931.0,0.0,0.0,62.88,999.0,0.0,36.26,99.0,1256.0,1287.0,159.0,1287.0,1016.0,13.0,0.0,2068.0,1999.0,1204.0,60.0,76.0,2124.0,4.0,4.0,640.0,2018.0,2018.0,,463.0,1555.0,0.0,22.0,441.0,202.0,137.0,2001.0,2861.0,-1727.0,3.0,0.0,84.0,1584.0,2934.0,2124.0,0.0,3093.0,34.0,67.0,1574.0,1473.0,70.0
2017 - 2018,Puducherry,20.0,-15.0,34.0,39.0,7.0,37.0,112.0,302.0,0.0,0.0,7.35,119.0,0.0,3.4,11.0,49.0,9.0,106.0,9.0,99.0,30.0,2.0,558.0,343.0,-28.0,41.0,69.0,281.0,3.0,3.0,85.0,169.0,159.0,,23.0,136.0,10.0,97.0,45.0,49.0,254.0,229.0,751.0,-387.0,0.0,0.0,15.0,380.0,677.0,282.0,1.0,783.0,113.0,93.0,372.0,166.0,-73.0
2017 - 2018,Punjab,3237.0,-2734.0,900.0,1403.0,3395.0,19136.0,8243.0,140896.0,0.0,2.22,12995.64,161961.0,329.5,5857.59,19184.0,19346.0,17941.0,151794.0,24389.0,116351.0,22153.0,3402.0,334560.0,484802.0,-1195.0,107756.0,132658.0,51457.0,839.0,640.0,15671.0,43214.0,40807.0,,37482.0,3325.0,2407.0,5998.0,149786.0,6490.0,193664.0,355441.0,707860.0,21503.0,6831.0,680.0,2245.0,79763.0,642661.0,51882.0,426.0,794455.0,11999.0,9939.0,76369.0,54431.0,214545.0
2017 - 2018,Rajasthan,7629.0,4892.0,2558.0,15079.0,1030.0,9190.0,5864.0,158908.0,0.0,0.0,4705.53,47137.0,53.97,2604.61,7364.0,27001.0,11922.0,91503.0,14296.0,15764.0,8718.0,1901.0,251956.0,174114.0,2732.0,74049.0,82313.0,31281.0,275.0,263.0,9350.0,25417.0,15690.0,,12132.0,3558.0,9727.0,3524.0,47956.0,3238.0,93049.0,285680.0,328121.0,15262.0,2331.0,883.0,2340.0,55549.0,269398.0,31379.0,98.0,360901.0,5920.0,16035.0,54519.0,32564.0,126772.0
2017 - 2018,Sikkim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Tamil Nadu,23820.0,41753.0,23151.0,88724.0,41151.0,95893.0,48988.0,978117.0,6.0,338.86,55049.9,770483.0,5143.39,21069.86,81602.0,257681.0,168957.0,1030584.0,189015.0,416913.0,86036.0,12259.0,1713961.0,2026283.0,73065.0,842456.0,934691.0,409148.0,4299.0,3444.0,124358.0,360160.0,344828.0,,161920.0,182908.0,15332.0,29226.0,596011.0,75526.0,735844.0,1477920.0,3784572.0,126656.0,20718.0,2259.0,19762.0,640275.0,3386936.0,410226.0,1079.0,4417520.0,66967.0,114713.0,599123.0,417443.0,499803.0
2017 - 2018,Telangana,241.0,755.0,-151.0,845.0,340.0,1736.0,699.0,17646.0,0.0,0.0,879.26,11580.0,3.51,95.78,979.0,1423.0,579.0,10674.0,1849.0,12844.0,1050.0,62.0,26920.0,20660.0,-1158.0,7622.0,8938.0,5482.0,64.0,52.0,1682.0,4783.0,3862.0,,917.0,2945.0,922.0,414.0,59490.0,849.0,9274.0,28445.0,29537.0,-2255.0,486.0,158.0,285.0,9028.0,31844.0,5488.0,6.0,42518.0,982.0,1431.0,8689.0,6276.0,10799.0
2017 - 2018,Tripura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017 - 2018,Uttar Pradesh,3143.0,9853.0,-3304.0,9692.0,7648.0,25254.0,20648.0,225803.0,1.0,92.96,18799.84,217904.0,865.9,8820.99,28580.0,37670.0,27978.0,361382.0,32908.0,83914.0,23206.0,2536.0,536175.0,641349.0,2725.0,302115.0,336128.0,111042.0,1191.0,699.0,33505.0,90394.0,77891.0,,63397.0,14494.0,12504.0,12585.0,229751.0,21003.0,310371.0,455157.0,1191299.0,54090.0,15556.0,2211.0,8063.0,227021.0,957250.0,111294.0,252.0,1318632.0,32406.0,77663.0,219374.0,109305.0,229354.0
2017 - 2018,Uttarakhand,-444.0,1039.0,439.0,1034.0,30.0,413.0,213.0,3048.0,0.0,0.0,146.3,2653.0,47.28,49.77,244.0,1553.0,519.0,6146.0,584.0,2117.0,164.0,1.0,8434.0,13317.0,107.0,5568.0,5733.0,1148.0,8.0,7.0,349.0,935.0,598.0,,440.0,158.0,337.0,107.0,879.0,91.0,5386.0,8899.0,24219.0,2897.0,1.0,0.0,106.0,2579.0,18192.0,1149.0,1.0,24338.0,117.0,1334.0,2550.0,1099.0,5851.0
2017 - 2018,West Bengal,2064.0,-2290.0,7382.0,7156.0,1754.0,10094.0,5607.0,97143.0,0.0,5.62,4820.53,50173.0,796.69,1008.15,6631.0,15812.0,8656.0,128168.0,18404.0,47172.0,13584.0,1577.0,242826.0,259603.0,-1438.0,94844.0,118074.0,20972.0,244.0,227.0,6283.0,15365.0,9785.0,,7949.0,1836.0,5580.0,4074.0,49446.0,3630.0,145682.0,230069.0,455876.0,45033.0,11578.0,355.0,1533.0,46182.0,418150.0,21037.0,65.0,546318.0,10409.0,15206.0,44428.0,18813.0,132926.0
2018 - 2019,Andaman & Nicobar Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 - 2019,Andhra Pradesh,-7929.0,-2906.0,-1754.0,-12589.0,2746.0,5782.0,2188.0,45556.0,0.0,0.0,1910.15,26108.0,57.3,355.93,2323.0,-4439.0,8151.0,55988.0,8264.0,24129.0,2034.0,548.0,54737.0,17519.0,2370.0,47963.0,50206.0,23912.0,114.0,106.0,7522.0,21724.0,21664.0,,2788.0,18876.0,60.0,411.0,12370.0,6624.0,9180.0,53851.0,22564.0,3421.0,210.0,0.0,1777.0,37918.0,34438.0,24003.0,92.0,90426.0,749.0,6900.0,35173.0,27524.0,8295.0
2018 - 2019,Arunachal Pradesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 - 2019,Assam,15.0,87.0,0.0,102.0,0.0,111.0,7.0,711.0,0.0,0.0,26.0,361.0,0.01,8.03,34.0,117.0,15.0,173.0,15.0,130.0,105.0,1.0,1092.0,264.0,-95.0,-42.0,63.0,38.0,8.0,5.0,10.0,31.0,31.0,,23.0,8.0,0.0,3.0,685.0,9.0,381.0,864.0,512.0,-94.0,0.0,0.0,4.0,43.0,340.0,41.0,3.0,513.0,3.0,6.0,43.0,34.0,153.0
2018 - 2019,Bihar,13.0,-29.0,0.0,-16.0,3.0,25.0,13.0,455.0,0.0,0.0,9.96,117.0,0.07,2.66,13.0,4.0,20.0,237.0,20.0,41.0,34.0,0.0,591.0,511.0,-5.0,176.0,211.0,88.0,5.0,5.0,27.0,75.0,48.0,,47.0,1.0,27.0,5.0,0.0,4.0,136.0,732.0,1034.0,14.0,1.0,0.0,8.0,158.0,892.0,90.0,2.0,1129.0,10.0,57.0,155.0,88.0,277.0
2018 - 2019,Chandigarh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 - 2019,Chhattisgarh,0.0,38.0,0.0,38.0,0.0,55.0,23.0,729.0,0.0,0.0,5.05,63.0,0.0,6.57,12.0,97.0,59.0,210.0,60.0,0.0,1.0,9.0,775.0,0.0,4.0,153.0,154.0,146.0,7.0,7.0,44.0,123.0,73.0,,23.0,50.0,50.0,14.0,34.0,2.0,46.0,1139.0,0.0,28.0,0.0,0.0,9.0,123.0,829.0,150.0,4.0,1039.0,14.0,21.0,123.0,88.0,410.0
2018 - 2019,Dadra & Nagar Haveli,28.0,20.0,12.0,60.0,20.0,134.0,45.0,833.0,0.0,0.0,64.6,1458.0,0.0,12.11,77.0,372.0,311.0,1344.0,311.0,606.0,6.0,2.0,1268.0,1725.0,177.0,1199.0,1210.0,270.0,6.0,6.0,75.0,225.0,225.0,,148.0,77.0,0.0,22.0,312.0,56.0,435.0,1556.0,4153.0,606.0,4.0,0.0,23.0,537.0,2935.0,271.0,1.0,4279.0,46.0,163.0,518.0,309.0,723.0
2018 - 2019,Dadra & Nagar Haveli & Daman & Diu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 - 2019,Daman & Diu,3373.0,-1845.0,391.0,1919.0,844.0,2310.0,1478.0,32774.0,0.0,0.0,1576.26,32090.0,0.0,214.5,1791.0,3419.0,1500.0,43057.0,4253.0,12988.0,2646.0,489.0,71331.0,77242.0,-810.0,38101.0,40748.0,10765.0,32.0,25.0,3328.0,9287.0,8816.0,,6597.0,2219.0,471.0,646.0,16396.0,2198.0,38557.0,91785.0,142573.0,13866.0,0.0,0.0,832.0,22037.0,112418.0,10772.0,7.0,155475.0,1715.0,5418.0,21193.0,14060.0,59011.0
2018 - 2019,Delhi,701.0,-890.0,262.0,73.0,2327.0,6412.0,5621.0,70821.0,0.0,0.0,5879.74,60562.0,30.21,1761.56,7671.0,8853.0,8781.0,83501.0,10965.0,9374.0,5591.0,3282.0,134924.0,227799.0,2367.0,71401.0,77090.0,20978.0,403.0,305.0,6365.0,15357.0,13783.0,,12699.0,1084.0,1575.0,4162.0,31794.0,4808.0,64102.0,163329.0,378341.0,13797.0,97.0,0.0,1459.0,52797.0,346123.0,21059.0,81.0,429624.0,11666.0,13228.0,50470.0,25576.0,92508.0
2018 - 2019,Goa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 - 2019,"Goa, Daman & Diu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018 - 2019,Gujarat,-350.0,2308.0,2716.0,4674.0,1352.0,9265.0,5099.0,88749.0,52.0,2748.77,8455.61,108311.0,913.32,976.18,13094.0,21686.0,17012.0,101996.0,21365.0,70450.0,10576.0,5774.0,151108.0,215943.0,7746.0,81957.0,92729.0,28320.0,383.0,198.0,8589.0,23221.0,17573.0,,13016.0,4557.0,5649.0,2847.0,88469.0,3643.0,62359.0,168530.0,345441.0,16896.0,196.0,0.0,2252.0,61419.0,493272.0,28352.0,33.0,595268.0,8172.0,18723.0,60067.0,33172.0,79781.0
2018 - 2019,Haryana,4636.0,-2777.0,1339.0,3198.0,9934.0,37753.0,20231.0,370427.0,13.0,1285.07,26941.62,312941.0,209.42,14543.81,42981.0,55345.0,52147.0,514071.0,58566.0,231235.0,40535.0,5104.0,726847.0,775533.0,14394.0,431685.0,476319.0,131385.0,1143.0,594.0,39647.0,111154.0,72779.0,,62335.0,10444.0,38375.0,10106.0,167761.0,26586.0,356422.0,650557.0,1584248.0,107406.0,4100.0,399.0,10125.0,297694.0,1361101.0,131410.0,26.0,1875172.0,37346.0,90247.0,287758.0,160165.0,280130.0
